pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
2202	S1S2_intra	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	Two kids are playing in a swimming pool with a crocodile float that is green	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids are playing in a swimming pool with a green colored crocodile float	SEMEVAL	SEMEVAL	TRAIN
2203	S1S3_intra	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	Two kids are taking out a green colored crocodile float from a swimming pool	S3_so	4.1	NEUTRAL	A_neutral_B	B_neutral_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids are playing in a swimming pool with a green colored crocodile float	SEMEVAL	SEMEVAL	TRAIN
2204	S1S4_intra	Two crocodiles are floating in a green colored swimming pool near some playing kids	S4_ws	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids are playing in a swimming pool with a green colored crocodile float	SEMEVAL	SEMEVAL	TEST
2205	S1S2_intra	An inflatable crocodile is being pushed by two kids in a pool	S2_top	Two kids are pushing an inflatable crocodile in a pool	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	two kids push an inflatable crocodile around in a pool	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TRAIN
2206	S1S3_intra	Two kids are pulling an inflatable crocodile out of a pool	S3_so	Two kids are pushing an inflatable crocodile in a pool	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	two kids push an inflatable crocodile around in a pool	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TEST
2207	S1S4_intra	Two kids are pushing an inflatable crocodile in a pool	S1_null	Two kids are pushing past a crocodile in an inflatable pool	S4_ws	3.2	NEUTRAL	A_contradicts_B	B_neutral_A	two kids push an inflatable crocodile around in a pool	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TRAIN
2208	S1S2_inter	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	An inflatable crocodile is being pushed by two kids in a pool	S2_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TRAIN
2209	S1S3_inter	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	Two kids are pulling an inflatable crocodile out of a pool	S3_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TEST
2210	S1S4_inter	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	Two kids are pushing past a crocodile in an inflatable pool	S4_null	4	NEUTRAL	A_neutral_B	B_neutral_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TRAIN
2211	S1S2_inter	Two kids are playing in a swimming pool with a crocodile float that is green	S2_null	Two kids are pushing an inflatable crocodile in a pool	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	two kids push an inflatable crocodile around in a pool	two kids are playing in a swimming pool with a green colored crocodile float	SEMEVAL	SEMEVAL	TEST
2212	S1S3_inter	Two kids are pushing an inflatable crocodile in a pool	S1_null	Two kids are taking out a green colored crocodile float from a swimming pool	S3_null	4.2	NEUTRAL	A_neutral_B	B_contradicts_A	two kids push an inflatable crocodile around in a pool	two kids are playing in a swimming pool with a green colored crocodile float	SEMEVAL	SEMEVAL	TRAIN
2213	S1S4_inter	Two crocodiles are floating in a green colored swimming pool near some playing kids	S4_null	Two kids are pushing an inflatable crocodile in a pool	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TRAIN
2214	S1S1_inter	Two kids are pushing an inflatable crocodile in a pool	S1_null	Two kids are playing in a swimming pool with a green colored crocodile float	S1_null	4.4	ENTAILMENT	A_entails_B	B_entails_A	two kids are playing in a swimming pool with a green colored crocodile float	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TEST
2215	S1S2_intra	Someone is falling off the horse	S2_det	Someone is falling off a horse	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	someone fell off a horse	someone fell off a horse	SEMEVAL	SEMEVAL	TRAIN
2216	S1S3_intra	Someone is falling off a horse	S1_null	Someone is on a horse	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	someone fell off a horse	someone fell off a horse	SEMEVAL	SEMEVAL	TEST
2217	S1S4_intra	Someone is falling off a horse	S1_null	A horse is falling on someone	S4_ws	2.9	NEUTRAL	A_neutral_B	B_neutral_A	someone fell off a horse	someone fell off a horse	SEMEVAL	SEMEVAL	TRAIN
2218	S1S2_intra	The man is abruptly knocked off of a horse	S2_aa	The man is being knocked off of a horse	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a man gets knocked off of a horse	a man gets knocked off of a horse	SEMEVAL	SEMEVAL	TRAIN
2219	S1S3_intra	The man is being knocked off of a horse	S1_null	The man is not knocked off of a horse	S3_inv	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man gets knocked off of a horse	a man gets knocked off of a horse	SEMEVAL	SEMEVAL	TEST
2220	S1S2_inter	The man is abruptly knocked off of a horse	S2_null	Someone is falling off a horse	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	someone fell off a horse	a man gets knocked off of a horse	SEMEVAL	SEMEVAL	TEST
2221	S1S3_inter	Someone is falling off a horse	S1_null	The man is not knocked off of a horse	S3_null	3.9	NEUTRAL	A_neutral_B	B_contradicts_A	someone fell off a horse	a man gets knocked off of a horse	SEMEVAL	SEMEVAL	TRIAL
2222	S1S2_inter	The man is being knocked off of a horse	S1_null	Someone is falling off the horse	S2_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a man gets knocked off of a horse	someone fell off a horse	SEMEVAL	SEMEVAL	TRAIN
2223	S1S3_inter	The man is being knocked off of a horse	S1_null	Someone is on a horse	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a man gets knocked off of a horse	someone fell off a horse	SEMEVAL	SEMEVAL	TEST
2224	S1S4_inter	A horse is falling on someone	S4_null	The man is being knocked off of a horse	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a man gets knocked off of a horse	someone fell off a horse	SEMEVAL	SEMEVAL	TEST
2225	S1S1_inter	The man is being knocked off of a horse	S1_null	Someone is falling off a horse	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	someone fell off a horse	a man gets knocked off of a horse	SEMEVAL	SEMEVAL	TEST
2226	S1S2_intra	A woman is tapping her fingers nervously	S2_aa	A woman is tapping her fingers	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a woman is tapping her fingers	a woman is tapping her fingers	SEMEVAL	SEMEVAL	TRAIN
2227	S1S3_intra	There is no woman tapping her fingers	S3_od	A woman is tapping her fingers	S1_null	3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is tapping her fingers	a woman is tapping her fingers	SEMEVAL	SEMEVAL	TEST
2228	S1S2_intra	A woman is tapping her fingers on a desk	S2_lex	A woman is tapping her fingers on a table	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a woman is tapping her fingers on a table	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TRAIN
2229	S1S3_intra	A woman is tapping her fingers on a table	S1_null	A woman is resting her fingers on a table	S3_so	4.1	NEUTRAL	A_contradicts_B	B_neutral_A	a woman is tapping her fingers on a table	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TRIAL
2230	S1S2_inter	A woman is tapping her fingers on a desk	S2_null	A woman is tapping her fingers	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a woman is tapping her fingers	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TEST
2231	S1S3_inter	A woman is tapping her fingers	S1_null	A woman is resting her fingers on a table	S3_null	3.1	NEUTRAL	A_neutral_B	B_contradicts_A	a woman is tapping her fingers	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TRIAL
2232	S1S2_inter	A woman is tapping her fingers on a table	S1_null	A woman is tapping her fingers nervously	S2_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is tapping her fingers	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TRAIN
2233	S1S3_inter	There is no woman tapping her fingers	S3_null	A woman is tapping her fingers on a table	S1_null	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is tapping her fingers on a table	a woman is tapping her fingers	SEMEVAL	SEMEVAL	TRAIN
2234	S1S1_inter	A woman is tapping her fingers on a table	S1_null	A woman is tapping her fingers	S1_null	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a woman is tapping her fingers	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TRAIN
2235	S1S2_intra	A dog is pushing a toddler into a rain puddle	S1_null	A dog is pushing a toddler into a puddle of rain	S2_expc	4.9	ENTAILMENT	A_entails_B	B_entails_A	a dog pushes a toddler into a rain puddle	a dog pushes a toddler into a rain puddle	SEMEVAL	SEMEVAL	TRAIN
2236	S1S3_intra	A dog is pushing a toddler into a rain puddle	S1_null	A dog is pulling a toddler out of a rain puddle	S3_so	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	a dog pushes a toddler into a rain puddle	a dog pushes a toddler into a rain puddle	SEMEVAL	SEMEVAL	TRAIN
2237	S1S2_intra	The dog is knocking a boy into the water	S1_null	A boy is being knocked into the water by the dog	S2_top	4.5	ENTAILMENT	A_entails_B	B_entails_A	a dog knocks a boy into the water twice	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TEST
2238	S1S3_intra	The dog is not knocking the boy into the water	S3_inv	The dog is knocking a boy into the water	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a dog knocks a boy into the water twice	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TRAIN
2239	S1S4_intra	A boy is knocking a dog with a bottle of water	S4_ws	The dog is knocking a boy into the water	S1_null	2.85	NEUTRAL	A_neutral_B	B_neutral_A	a dog knocks a boy into the water twice	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TRAIN
2240	S1S2_inter	A dog is pushing a toddler into a rain puddle	S1_null	A boy is being knocked into the water by the dog	S2_null	4	NEUTRAL	A_neutral_B	B_neutral_A	a dog pushes a toddler into a rain puddle	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TRAIN
2241	S1S3_inter	The dog is not knocking the boy into the water	S3_null	A dog is pushing a toddler into a rain puddle	S1_null	3.75	NEUTRAL	A_neutral_B	B_contradicts_A	a dog pushes a toddler into a rain puddle	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TEST
2242	S1S4_inter	A dog is pushing a toddler into a rain puddle	S1_null	A boy is knocking a dog with a bottle of water	S4_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	a dog pushes a toddler into a rain puddle	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TRAIN
2243	S1S2_inter	A dog is pushing a toddler into a puddle of rain	S2_null	The dog is knocking a boy into the water	S1_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a dog knocks a boy into the water twice	a dog pushes a toddler into a rain puddle	SEMEVAL	SEMEVAL	TRAIN
2244	S1S3_inter	The dog is knocking a boy into the water	S1_null	A dog is pulling a toddler out of a rain puddle	S3_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a dog knocks a boy into the water twice	a dog pushes a toddler into a rain puddle	SEMEVAL	SEMEVAL	TEST
2245	S1S1_inter	The dog is knocking a boy into the water	S1_null	A dog is pushing a toddler into a rain puddle	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a dog pushes a toddler into a rain puddle	a dog knocks a boy into the water twice	SEMEVAL	SEMEVAL	TEST
2246	S1S2_intra	A man is hungrily eating a bowl of cereal	S2_aa	A man is eating a bowl of cereal	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man is eating a bowl of cereal	a man is eating a bowl of cereal	SEMEVAL	SEMEVAL	TEST
2247	S1S3_intra	There is no man eating a bowl of cereal	S3_od	A man is eating a bowl of cereal	S1_null	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is eating a bowl of cereal	a man is eating a bowl of cereal	SEMEVAL	SEMEVAL	TRAIN
2248	S1S2_intra	Cereal is being eaten by the man	S2_top	The man is eating cereal	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	the man is eating cereal	the man is eating cereal	SEMEVAL	SEMEVAL	TEST
2249	S1S3_intra	The man is eating cereal	S1_null	There is no man eating cereal	S3_od	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is eating cereal	the man is eating cereal	SEMEVAL	SEMEVAL	TEST
2250	S1S2_inter	A man is eating a bowl of cereal	S1_null	Cereal is being eaten by the man	S2_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is eating a bowl of cereal	the man is eating cereal	SEMEVAL	SEMEVAL	TRAIN
2251	S1S3_inter	There is no man eating cereal	S3_null	A man is eating a bowl of cereal	S1_null	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is eating cereal	a man is eating a bowl of cereal	SEMEVAL	SEMEVAL	TRAIN
2252	S1S2_inter	A man is hungrily eating a bowl of cereal	S2_null	The man is eating cereal	S1_null	4.7	ENTAILMENT	A_entails_B	B_neutral_A	the man is eating cereal	a man is eating a bowl of cereal	SEMEVAL	SEMEVAL	TRAIN
2253	S1S3_inter	The man is eating cereal	S1_null	There is no man eating a bowl of cereal	S3_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is eating cereal	a man is eating a bowl of cereal	SEMEVAL	SEMEVAL	TRAIN
2254	S1S1_inter	A man is eating a bowl of cereal	S1_null	The man is eating cereal	S1_null	4.8	ENTAILMENT	A_entails_B	B_neutral_A	a man is eating a bowl of cereal	the man is eating cereal	SEMEVAL	SEMEVAL	TEST
2255	S1S2_intra	A man is playing the guitar	S1_null	A man is strumming the guitar	S2_lex	4.6	ENTAILMENT	A_entails_B	B_entails_A	a man is playing the guitar	a man is playing the guitar	SEMEVAL	SEMEVAL	TEST
2256	S1S3_intra	A man is packing away the guitar	S3_so	A man is playing the guitar	S1_null	3.1	NEUTRAL	A_contradicts_B	B_neutral_A	a man is playing the guitar	a man is playing the guitar	SEMEVAL	SEMEVAL	TEST
2257	S1S2_intra	The man is playing the flute	S1_null	The person is playing the flute	S2_lex	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a man is playing the flute	a man is playing the flute	SEMEVAL	SEMEVAL	TEST
2258	S1S3_intra	The man in not playing the flute	S3_inv	The man is playing the flute	S1_null	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is playing the flute	a man is playing the flute	SEMEVAL	SEMEVAL	TEST
2259	S1S2_inter	The person is playing the flute	S2_null	A man is playing the guitar	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing the guitar	a man is playing the flute	SEMEVAL	SEMEVAL	TRAIN
2260	S1S3_inter	A man is playing the guitar	S1_null	The man in not playing the flute	S3_null	3.065	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing the guitar	a man is playing the flute	SEMEVAL	SEMEVAL	TRAIN
2261	S1S2_inter	A man is strumming the guitar	S2_null	The man is playing the flute	S1_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing the flute	a man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
2262	S1S3_inter	A man is packing away the guitar	S3_null	The man is playing the flute	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing the flute	a man is playing the guitar	SEMEVAL	SEMEVAL	TEST
2263	S1S1_inter	The man is playing the flute	S1_null	A man is playing the guitar	S1_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing the guitar	a man is playing the flute	SEMEVAL	SEMEVAL	TRAIN
2265	S1S3_intra	There is no woman adding spices to some meat	S3_od	A woman is adding spices to some meat	S1_null	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is adding spices on a meat	a woman is adding spices on a meat	SEMEVAL	SEMEVAL	TEST
2266	S1S2_intra	The woman is adding sugar to the meat slowly	S2_aa	The woman is adding sugar to the meat	S1_null	4.55	ENTAILMENT	A_entails_B	B_neutral_A	woman is adding sugar to meat	woman is adding sugar to meat	SEMEVAL	SEMEVAL	TRAIN
2267	S1S3_intra	The woman is adding sugar to the meat	S1_null	The woman is not adding sugar to the meat	S3_inv	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	woman is adding sugar to meat	woman is adding sugar to meat	SEMEVAL	SEMEVAL	TEST
2268	S1S2_inter	A woman is adding spices to some meat	S1_null	The woman is adding sugar to the meat slowly	S2_null	3.9	NEUTRAL	A_neutral_B	B_contradicts_A	a woman is adding spices on a meat	woman is adding sugar to meat	SEMEVAL	SEMEVAL	TEST
2269	S1S3_inter	The woman is not adding sugar to the meat	S3_null	A woman is adding spices to some meat	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a woman is adding spices on a meat	woman is adding sugar to meat	SEMEVAL	SEMEVAL	TEST
2270	S1S2_inter	A woman is adding spices to some meat	S2_null	The woman is adding sugar to the meat	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	woman is adding sugar to meat	a woman is adding spices on a meat	SEMEVAL	SEMEVAL	TEST
2271	S1S3_inter	The woman is adding sugar to the meat	S1_null	There is no woman adding spices to some meat	S3_null	3.7	NEUTRAL	A_contradicts_B	B_neutral_A	woman is adding sugar to meat	a woman is adding spices on a meat	SEMEVAL	SEMEVAL	TEST
2272	S1S1_inter	The woman is adding sugar to the meat	S1_null	A woman is adding spices to some meat	S1_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a woman is adding spices on a meat	woman is adding sugar to meat	SEMEVAL	SEMEVAL	TRAIN
